id,observed_on,time_observed_at,user_id,latitude,longitude,positional_accuracy,scientific_name,common_name,taxon_id
12695264,2018-05-21,2018-05-22 01:12:34 UTC,961985,51.1007959676,-114.1977409926,10,Prunus virginiana,chokecherry,54835
12696621,2018-05-21,2018-05-22 01:59:09 UTC,573251,51.0571688915,-114.1729811125,65,Impatiens hawkeri,New Guinea Impatiens,349271
12696635,2018-05-21,2018-05-22 01:59:34 UTC,573251,51.0571212573,-114.1730322863,65,Aloe vera,aloe vera,126882
12696693,2018-05-21,2018-05-22 02:00:54 UTC,961985,51.100838841,-114.1973410082,10,Lithospermum ruderale,western stoneseed,77795
12696739,2018-05-21,2018-05-22 02:02:28 UTC,573251,51.0572922137,-114.172931146,200,Codiaeum variegatum,Variegated Croton,127387
12696751,2018-05-21,2018-05-22 02:03:05 UTC,573251,51.0572922137,-114.172931146,200,Crassula ovata,jade plant,76465
12696770,2018-05-21,2018-05-22 02:04:21 UTC,961985,51.1011415953,-114.1978140828,5,Phlox hoodii,spiny phlox,78548
12700448,2018-05-21,2018-05-22 00:35:51 UTC,701690,51.0086472167,-114.0911471667,24,Amelanchier alnifolia,Saskatoon,75415
12712170,2018-05-20,2018-05-20 15:00:13 UTC,967029,51.094761589,-114.179867506,4128,Faboideae,,507502
12712262,2018-05-20,2018-05-20 14:37:31 UTC,967029,51.0917238803,-114.173692055,8256,Amelanchier alnifolia,Saskatoon,75415
12712575,2018-05-22,2018-05-22 12:09:29 UTC,559544,51.1415416667,-114.214805,5,Prunus virginiana,chokecherry,54835
12724314,2018-05-12,2018-05-13 00:55:13 UTC,742644,51.0532320705,-114.0645870579,32,Castor canadensis,American Beaver,43794
12726696,2018-05-20,2018-05-20 14:53:05 UTC,967029,51.0969440424,-114.1857093573,8256,Zonotrichia leucophrys,White-crowned Sparrow,9176
12727231,2018-05-20,2018-05-20 15:00:27 UTC,967029,51.0963197428,-114.1874849796,16511,Viola adunca,hookedspur violet,53328
12727911,2018-04-19,2018-04-19 15:35:58 UTC,498360,50.990882,-114.156232,41,Urocitellus richardsonii,Richardson's Ground Squirrel,180002
12727957,2018-05-06,2018-05-06 17:40:04 UTC,498360,50.994497912,-114.1405600682,5504,Pulsatilla nuttalliana,prairie pasqueflower,881504
12728292,2018-05-22,2018-05-22 16:52:51 UTC,516576,50.9913902283,-114.1463851929,,Petrochelidon pyrrhonota,Cliff Swallow,11858
12729002,2018-05-22,2018-05-23 02:23:26 UTC,979286,50.9740092466,-114.100234816,5,Thermopsis rhombifolia,Golden bean,169720
12729063,2018-05-22,2018-05-23 02:24:41 UTC,979285,50.9740409133,-114.1003742753,4,Plantago major,greater plantain,58961
12729106,2018-05-22,2018-05-23 02:24:22 UTC,962461,50.9736520142,-114.0987202496,165,Thermopsis rhombifolia,Golden bean,169720
12729862,2018-05-22,2018-05-23 01:43:02 UTC,549700,51.1181843656,-114.1441364586,2064,Buteo swainsoni,Swainson's Hawk,5196
12730435,2018-05-21,2018-05-22 01:06:00 UTC,449500,51.0928632658,-113.9669269323,8,Capsella bursa-pastoris,shepherd's-purse,56121
12731163,2018-05-22,,701690,51.1137405375,-114.180264473,8,Thalictrum,meadow-rues,53300
12732044,2018-05-22,2018-05-23 03:51:09 UTC,515711,50.9740036347,-114.1002103472,37,Melanoplus,North American Spur-throated Grasshoppers,63523
12732068,2018-05-18,2018-05-18 18:53:39 UTC,515711,50.9865812109,-114.157454909,35,Peniophora rufa,Red Tree Brain Fungus,204861
12732093,2018-05-11,2018-05-11 19:25:20 UTC,515711,50.9881190391,-114.1613861449,89,Dolomedes triton,Six-spotted Fishing Spider,121437
12745272,2018-05-20,2018-05-20 14:55:56 UTC,967029,51.1006336599,-114.1953599453,33021,Passerellidae,New World Sparrows,559248
12746364,2018-04-30,2018-04-30 15:21:53 UTC,967029,51.1365497163,-114.1431225836,4128,Turdus migratorius,American Robin,12727
12752199,2018-05-21,2018-05-21 09:10:22 UTC,547997,51.0653179877,-114.0666890144,132084,Salticus scenicus,Zebra Jumping Spider,68901
12752529,2018-05-23,2018-05-23 17:23:29 UTC,515711,50.9912407374,-114.1488477004,26,Limenitis arthemis,Red-spotted Admiral,60607
12752565,2017-10-16,2017-10-16 18:24:09 UTC,515711,50.9913003229,-114.1580929671,124,Berberis vulgaris,European barberry,75758
12755375,2018-05-23,2018-05-24 00:27:13 UTC,735215,51.1167305,-114.181075,16,Prunus padus,bird cherry,143793
12756312,2018-05-23,2018-05-24 00:45:58 UTC,735215,51.1194278333,-114.1835866667,16,Prunus,"plums, cherries, and allies",47351
12758944,2018-05-23,2018-05-24 01:17:19 UTC,549700,51.0278888471,-114.0078990161,1032,Mareca americana,American Wigeon,485176
12760150,2018-05-21,2018-05-22 03:20:00 UTC,501221,50.9908824,-114.1562318,177,Actaea rubra,red baneberry,49870
12760245,2017-05-27,2017-05-28 03:24:00 UTC,501221,50.9908824,-114.1562318,177,Galearis rotundifolia,Small Round-leaved Orchid,62258
12776004,2018-05-24,2018-05-24 17:16:25 UTC,701690,51.1188377073,-114.1825125422,87,Musineon divaricatum,leafy wildparsley,165591
12776216,2018-05-24,2018-05-24 17:18:14 UTC,701690,51.1189491627,-114.1825574718,58,Vicia americana,American vetch,53320
12776658,2018-05-24,2018-05-24 17:23:38 UTC,701690,51.1203219379,-114.1816964139,76,Nephelodes minians,Bronzed Cutworm Moth,153076
12776739,2018-05-24,2018-05-24 17:17:55 UTC,701690,51.1190632836,-114.1823852921,84,Lithospermum ruderale,western stoneseed,77795
12776813,2018-05-24,2018-05-24 17:17:14 UTC,701690,51.1188266993,-114.1825353002,76,Oxytropis campestris,field locoweed,154238
12781061,2018-05-23,2018-05-23 20:25:55 UTC,516576,51.0200004578,-114.2055587769,,Equisetum hyemale,rough horsetail,52673
12783587,2018-05-24,2018-05-24 19:34:27 UTC,516576,50.9911117554,-114.1452789307,,Charadrius vociferus,Killdeer,4793
12783589,2018-05-24,2018-05-24 18:57:06 UTC,516576,50.9947593664,-114.1487263888,2064,Geum triflorum,prairie smoke,57460
12783855,2018-05-24,2018-05-24 20:27:50 UTC,516576,50.9908332825,-114.1494445801,,Juncus balticus,Baltic Rush,58347
12784144,2018-05-24,2018-05-24 20:29:30 UTC,516576,50.9913902283,-114.1488876343,,Salix pseudomonticola,False Mountain Willow,168352
12785895,2018-05-24,2018-05-24 19:38:06 UTC,516576,50.991708973,-114.1450457275,2064,Hippuris vulgaris,Common Mare's Tail,77422
12788685,2018-05-24,2018-05-24 17:45:00 UTC,449500,50.934288588,-114.0861725807,50,Chlorochroa,,84094
12788928,2018-05-24,2018-05-24 17:18:00 UTC,449500,50.9366851167,-114.0914726264,43,Curculionoidea,Snout and Bark Beetles,60473
12790198,2018-05-23,2018-05-23 21:31:00 UTC,449500,50.9345002218,-114.1008496304,173,Clematis occidentalis,Purple Clematis,117512
12790371,2018-05-23,2018-05-23 17:33:00 UTC,449500,50.9120726516,-113.9990329749,61,Xysticus,Ground Crab Spiders,61903
12799085,2018-05-24,2018-05-24 14:51:00 UTC,501221,50.9908824,-114.1562318,177,Nymphalis antiopa,Mourning Cloak,56832
12801374,2018-05-24,2018-05-24 16:07:57 UTC,967029,51.0987493052,-114.1922710463,4128,Petrochelidon pyrrhonota,Cliff Swallow,11858
12801476,2018-05-24,2018-05-24 21:34:58 UTC,967029,51.1482482134,-114.1272811219,1032,Leporidae,Hares and Rabbits,43095
12801477,2018-05-24,2018-05-24 16:57:07 UTC,967029,51.0989394285,-114.215288423,16511,Corvus corax,Common Raven,8010
12805240,2018-05-25,2018-05-25 15:09:46 UTC,653829,51.1448778333,-114.0790555,5,Caragana arborescens,Siberian peashrub,159827
12805267,2018-05-25,2018-05-25 15:07:22 UTC,653829,51.1441583333,-114.0783,0,Tachycineta bicolor,Tree Swallow,11935
12805878,2018-05-23,2018-05-24 01:24:56 UTC,653829,51.1457638333,-114.0778888333,5,Perdix perdix,Gray Partridge,831
12806389,2018-05-25,2018-05-25 16:43:58 UTC,516576,50.9886718862,-114.154060632,8256,Salix,Willows,53453
12806844,2018-05-25,2018-05-25 17:27:32 UTC,516576,50.9880561829,-114.1613922119,,Salix discolor,pussy willow,54844
12808739,2018-05-20,2018-05-20 20:43:34 UTC,469796,51.1279646,-114.1741924,25,Prunus triloba,flowering plum,167473
12809200,2018-05-24,2018-05-24 19:03:33 UTC,516576,50.9939119026,-114.1498478875,2064,Hedysarum boreale,Boreal Sweet-vetch,84822
12810888,2018-05-25,2018-05-25 22:19:05 UTC,785779,51.0479031858,-114.045942463,258,Linum lewisii,Lewis flax,60490
12812005,2018-05-25,2018-05-25 21:31:56 UTC,701690,51.1232025447,-114.1283496694,1221,Pleurotus populinus,aspen oyster mushroom,468509
12812080,2018-05-25,2018-05-25 21:49:47 UTC,701690,51.1258123056,-114.1326346321,233,Geum triflorum,prairie smoke,57460
12812207,2018-05-25,2018-05-25 21:38:23 UTC,701690,51.1171147295,-114.1243040018,1758,Thermopsis rhombifolia,Golden bean,169720
12812283,2018-05-25,2018-05-25 21:39:52 UTC,701690,51.1247868963,-114.1293444162,1186,Amelanchier alnifolia,Saskatoon,75415
12812445,2018-05-25,2018-05-25 21:50:52 UTC,701690,51.1258142686,-114.132477482,418,Ribes aureum,golden currant,55544
12812662,2018-05-25,2018-05-25 21:37:06 UTC,701690,51.12552229,-114.1269300129,2443,Rosa,roses,53438
12815673,2018-05-24,2018-05-24 16:34:29 UTC,967029,51.0981471377,-114.2154406384,16511,,,
12817813,2018-05-25,2018-05-26 03:40:12 UTC,573251,51.0441970328,-114.1848527229,65,Carabus nemoralis,Bronze Ground Beetle,56552
12817943,2018-05-25,2018-05-26 03:47:17 UTC,573251,51.0433721951,-114.1811093895,65,Thermopsis rhombifolia,Golden bean,169720
12828888,2018-05-26,2018-05-26 16:16:30 UTC,979286,50.9948421736,-114.1451223382,5,Shepherdia canadensis,Canadian buffalo-berry,79072
12828939,2018-05-26,2018-05-26 16:18:03 UTC,979286,50.9948762879,-114.1457558424,5,Comandra umbellata,bastard toadflax,59991
12829019,2018-05-26,2018-05-26 16:21:36 UTC,979286,50.9948312771,-114.1457778868,5,Viola adunca,hookedspur violet,53328
12829074,2018-05-26,2018-05-26 16:24:07 UTC,979286,50.9948262899,-114.1457660684,5,Maianthemum stellatum,star-flowered lily-of-the-valley,53268
12829220,2018-05-26,2018-05-26 16:28:17 UTC,979286,50.9948369349,-114.1458525696,5,Geum triflorum,prairie smoke,57460
12829382,2018-05-26,2018-05-26 16:31:39 UTC,979286,50.9948238591,-114.1459827406,5,Lithospermum ruderale,western stoneseed,77795
12829438,2018-05-26,2018-05-26 16:35:06 UTC,979286,50.9952306748,-114.1465941166,5,Elaeagnus commutata,Silverberry,162212
12829663,2018-05-26,2018-05-26 16:42:11 UTC,979286,50.9949620767,-114.1478360632,5,Ribes aureum,golden currant,55544
12829823,2018-05-26,2018-05-26 16:47:34 UTC,979286,50.9950293834,-114.1478125938,5,Zizia aptera,heart-leaf golden Alexander,119795
12830008,2018-05-26,2018-05-26 16:52:16 UTC,979286,50.9951567883,-114.1476431118,5,Fragaria virginiana,Virginia strawberry,77155
12830177,2018-05-26,2018-05-26 16:56:30 UTC,979286,50.9955201019,-114.1478276813,5,Ribes oxyacanthoides,Canadian gooseberry,71033
12830243,2018-05-26,2018-05-26 16:58:33 UTC,979286,50.9956001072,-114.1481771228,5,Pulsatilla nuttalliana,prairie pasqueflower,881504
12830447,2018-05-26,2018-05-26 17:03:52 UTC,979286,50.9952732129,-114.1486321763,5,Hedysarum boreale,Boreal Sweet-vetch,84822
12830636,2018-05-26,2018-05-26 17:11:27 UTC,979286,50.9945179197,-114.147851905,5,Actaea rubra,red baneberry,49870
12830811,2018-05-26,2018-05-26 17:18:20 UTC,979286,50.9932297469,-114.1468297319,5,Salix,Willows,53453
12831160,2018-05-26,2018-05-26 17:29:37 UTC,979286,50.992031009,-114.1470748187,5,Salix interior,interior sandbar willow,131125
12831718,2018-05-26,2018-05-26 17:47:35 UTC,979286,50.9932140727,-114.1497534235,5,Arctostaphylos uva-ursi,bearberry,68049
12831750,2018-05-26,2018-05-26 16:07:07 UTC,653829,51.1457721667,-114.0774695,10,Lepus townsendii,White-tailed Jackrabbit,43145
12833904,2018-05-26,2018-05-26 18:56:17 UTC,979286,50.9895193298,-114.1561442056,5,Viola adunca,hookedspur violet,53328
12835299,2018-05-26,2018-05-26 17:12:36 UTC,742644,51.0452162476,-114.0323821577,62,Anser anser × Branta canadensis,Greylag × Canada Goose,514057
12837088,2018-05-26,2018-05-26 20:33:00 UTC,184212,50.928049355,-114.112014476,4,Viola,pansies and violets,743180
12840382,2018-05-26,2018-05-26 22:15:12 UTC,573251,51.135627972,-114.0700144508,10,Prunus,"plums, cherries, and allies",47351
12840507,2018-05-26,2018-05-26 20:39:41 UTC,516576,50.9924055904,-114.1462088004,2064,Lathyrus ochroleucus,pale vetchling,164440
12840840,2018-05-26,2018-05-26 22:31:26 UTC,573251,51.1325777555,-114.0625901801,5,Elaeagnus commutata,Silverberry,162212
12840880,2018-05-26,2018-05-26 22:33:25 UTC,573251,51.1326726806,-114.0612064955,30,Elaeagnus commutata,Silverberry,162212
12840920,2018-05-26,2018-05-26 22:33:43 UTC,573251,51.1324746162,-114.0610152205,5,Elaeagnus commutata,Silverberry,162212
12841017,2018-05-26,2018-05-26 20:37:38 UTC,516576,50.9931062068,-114.1466815397,4128,Mertensia paniculata,Tall Bluebell,146900
12841036,2018-05-26,2018-05-26 19:14:10 UTC,516576,50.9891662598,-114.1580581665,,Rubus pubescens,dwarf raspberry,132855
12841331,2018-05-26,2018-05-26 15:43:08 UTC,967029,51.0869228577,-114.1659760103,8256,Passer domesticus,House Sparrow,13858
12841540,2018-05-26,2018-05-26 14:57:40 UTC,967029,51.0904054282,-114.1730040684,8256,Bombus nevadensis,Nevada Bumble Bee,341001
12844893,2018-05-26,2018-05-26 18:22:18 UTC,516576,50.9913902283,-114.1524963379,,Geocaulon lividum,Northern Comandra,163253
12845002,2018-05-25,2018-05-25 17:04:35 UTC,961985,51.1005195984,-114.2229277694,10,Prosartes trachycarpa,rough-fruited fairybells,68917
12847772,2018-05-26,2018-05-27 02:47:30 UTC,701690,51.1143244434,-114.1815243703,20,Geometridae,Geometer Moths,49530
12857687,2018-05-27,2018-05-27 14:28:00 UTC,701690,51.1146303705,-114.1811614018,206,Cyanocitta cristata,Blue Jay,8229
12858715,2018-05-27,2018-05-27 14:52:12 UTC,653829,51.1457888333,-114.0797805,5,Matteuccia struthiopteris,ostrich fern,82574
12859155,2018-05-26,2018-05-26 15:27:39 UTC,967029,51.0878301161,-114.1680614278,33021,Bombus huntii,Hunt's Bumble Bee,154043
12859185,2018-05-26,2018-05-26 14:15:42 UTC,967029,51.0876921752,-114.1667136177,33021,Lonicera tatarica,Tatarian honeysuckle,77836
12860513,2018-05-25,2018-05-25 21:01:19 UTC,469796,51.1194084983,-114.1824677138,6,Lepidoptera,Butterflies and Moths,47157
12860527,2018-05-25,2018-05-25 22:46:57 UTC,469796,51.1301020609,-114.172861481,16,Cotoneaster lucidus,Shiny Cotoneaster,160949
12861409,2018-05-27,2018-05-27 16:19:26 UTC,469796,51.1279492909,-114.1738861985,8,Geranium viscosissimum,sticky geranium,77264
12861421,2018-05-27,2018-05-27 16:21:02 UTC,469796,51.1277459937,-114.1737457907,4,,,
12861424,2018-05-27,2018-05-27 16:26:11 UTC,469796,51.1269606735,-114.1729202917,4,Vicia americana,American vetch,53320
12861430,2018-05-27,2018-05-27 16:26:27 UTC,469796,51.1269832997,-114.1729065662,6,Linum lewisii,Lewis flax,60490
12861447,2018-05-27,2018-05-27 16:31:45 UTC,469796,51.1267559476,-114.1716535419,6,Anemone multifida,Cutleaf Anemone,75442
12861453,2018-05-27,2018-05-27 16:33:11 UTC,469796,51.1264991902,-114.1712458748,128,Oxytropis sericea,White Point-vetch,166025
12861461,2018-05-27,2018-05-27 16:33:30 UTC,469796,51.1262875,-114.1709174,27,Maianthemum stellatum,star-flowered lily-of-the-valley,53268
12861468,2018-05-27,2018-05-27 16:47:35 UTC,469796,51.1284616249,-114.1747316019,4,Cotoneaster lucidus,Shiny Cotoneaster,160949
12863416,2018-05-26,2018-05-26 20:07:05 UTC,979285,50.990882,-114.156232,2064,Petasites frigidus,Arctic Butterbur,55780
12863592,2018-05-26,2018-05-26 20:45:18 UTC,516576,50.9918748453,-114.1510555521,4128,Astragalus agrestis,field milkvetch,75615
12864847,2018-05-26,2018-05-26 17:12:05 UTC,979285,50.990882,-114.156232,8256,Actaea rubra,red baneberry,49870
12864872,2018-05-26,2018-05-26 19:32:10 UTC,979285,50.990882,-114.156232,8256,Arctostaphylos uva-ursi,bearberry,68049
12864890,2018-05-26,2018-05-26 19:27:03 UTC,979285,50.990882,-114.156232,4128,Dryas drummondii,Yellow Mountain-avens,83540
12864909,2018-05-26,2018-05-26 19:05:31 UTC,979285,50.990882,-114.156232,8256,Clematis occidentalis,Purple Clematis,117512
12864925,2018-05-26,2018-05-26 19:02:59 UTC,979285,50.990882,-114.156232,33021,Mertensia paniculata,Tall Bluebell,146900
12864934,2018-05-26,2018-05-26 18:51:58 UTC,979285,50.990882,-114.156232,4128,Corallorhiza trifida,northern coralroot,50709
12864943,2018-05-26,2018-05-26 17:04:55 UTC,979285,50.990882,-114.156232,4128,Cornus sericea,red osier dogwood,53387
12864951,2018-05-26,2018-05-26 16:57:55 UTC,979285,50.9911102663,-114.1579672694,8256,Pulsatilla nuttalliana,prairie pasqueflower,881504
12864963,2018-05-26,2018-05-26 15:56:53 UTC,979285,50.990882,-114.156232,8256,Taraxacum officinale,common dandelion,47602
12864968,2018-05-26,2018-05-26 15:54:01 UTC,979285,50.990882,-114.156232,33021,Caragana arborescens,Siberian peashrub,159827
12864976,2018-05-26,2018-05-26 16:00:51 UTC,979285,50.990882,-114.156232,33021,Thermopsis rhombifolia,Golden bean,169720
12864981,2018-05-26,2018-05-26 16:02:50 UTC,979285,50.990882,-114.156232,8256,Prunus virginiana,chokecherry,54835
12864994,2018-05-27,2018-05-27 18:06:29 UTC,979285,50.990882,-114.156232,4128,Amelanchier alnifolia,Saskatoon,75415
12865007,2018-05-26,2018-05-26 16:42:28 UTC,979285,50.990882,-114.156232,4128,Dasiphora fruticosa,shrubby cinquefoil,76606
12865021,2018-05-26,2018-05-26 16:41:06 UTC,979285,50.990882,-114.156232,8256,Ribes oxyacanthoides,Canadian gooseberry,71033
12866224,2018-05-26,2018-05-26 16:43:37 UTC,979285,50.990882,-114.156232,4128,Ribes aureum,golden currant,55544
12866236,2018-05-26,2018-05-26 16:45:09 UTC,979285,50.990882,-114.156232,2064,Zizia aptera,heart-leaf golden Alexander,119795
12866247,2018-05-26,2018-05-26 16:51:08 UTC,979285,50.9950647113,-114.1567388177,16511,Fragaria virginiana,Virginia strawberry,77155
12866256,2018-05-26,2018-05-26 16:08:38 UTC,979285,50.990882,-114.156232,16511,Salix bebbiana,bebb's willow,54843
12866264,2018-05-26,2018-05-26 17:19:59 UTC,979285,50.990882,-114.156232,16511,Salix,Willows,53453
12866274,2018-05-26,2018-05-26 17:29:16 UTC,979285,50.990882,-114.156232,16511,Salix,Willows,53453
12866278,2018-05-26,2018-05-26 17:35:16 UTC,979285,50.990882,-114.156232,66042,Betula,birches,49156
12866290,2018-05-26,2018-05-26 16:54:13 UTC,979285,50.9946519572,-114.1552176699,16511,Lonicera tatarica,Tatarian honeysuckle,77836
12866296,2018-05-26,2018-05-26 16:52:14 UTC,979285,50.990882,-114.156232,4128,Hedysarum boreale,Boreal Sweet-vetch,84822
12866312,2018-05-26,2018-05-26 16:22:51 UTC,979285,50.9943339483,-114.153785035,33021,Viola adunca,hookedspur violet,53328
12866322,2018-05-26,2018-05-26 16:25:16 UTC,979285,50.9936265976,-114.1555780917,4128,Maianthemum stellatum,star-flowered lily-of-the-valley,53268
12866342,2018-05-26,2018-05-26 16:30:12 UTC,979285,50.993399112,-114.1566452757,33021,Lithospermum ruderale,western stoneseed,77795
12866351,2018-05-26,2018-05-26 16:28:29 UTC,979285,50.990882,-114.156232,8256,Geum triflorum,prairie smoke,57460
12866361,2018-05-26,2018-05-26 16:19:21 UTC,979285,50.9926873154,-114.154005982,16511,Comandra umbellata,bastard toadflax,59991
12866370,2018-05-26,2018-05-26 16:18:18 UTC,979285,50.9952548386,-114.1571186855,16511,Elaeagnus commutata,Silverberry,162212
12866384,2018-05-26,2018-05-26 16:13:21 UTC,979285,50.9944267978,-114.1554453224,16511,Shepherdia canadensis,Canadian buffalo-berry,79072
12866399,2018-05-26,2018-05-26 20:05:10 UTC,979285,50.990882,-114.156232,2064,Prosartes trachycarpa,rough-fruited fairybells,68917
12867609,2018-05-27,2018-05-27 19:35:49 UTC,900724,50.9171208795,-114.1267309723,65,Banasa dimidiata,Green Burgundy Stink Bug,363224
12868110,2018-05-26,2018-05-26 18:52:22 UTC,515711,50.9921220752,-114.1545002904,588,Corallorhiza trifida,northern coralroot,50709
12868132,2018-05-26,2018-05-26 20:42:27 UTC,516576,50.9926075463,-114.1525062919,2064,Vicia americana,American vetch,53320
12868136,2018-05-26,2018-05-26 19:34:38 UTC,516576,50.9900016785,-114.1605529785,,Hedysarum boreale,Boreal Sweet-vetch,84822
12869814,2018-05-27,2018-05-27 20:10:44 UTC,913478,50.9872978909,-114.0122965826,31,Maianthemum stellatum,star-flowered lily-of-the-valley,53268
12870193,2018-05-27,2018-05-27 20:11:43 UTC,913478,50.9873248314,-114.0123764316,22,Comandra umbellata,bastard toadflax,59991
12870259,2018-05-27,2018-05-27 20:11:58 UTC,913478,50.9873279887,-114.012553656,27,Vicia americana,American vetch,53320
12870604,2018-05-27,2018-05-27 08:58:00 UTC,547997,51.0486151,-114.0708459,20229,Ageleninae,Typical Funnel Weavers,1251448
12871424,2018-05-13,2018-05-13 19:40:00 UTC,457523,50.910605,-113.9995683333,,Euphagus cyanocephalus,Brewer's Blackbird,10325
12871460,2018-05-13,2018-05-13 19:47:00 UTC,457523,50.9082418099,-114.0103515599,623,Pandion haliaetus,Osprey,116999
12871480,2018-05-26,2018-05-26 22:26:00 UTC,457523,50.8933866667,-114.0030716667,,Passer domesticus,House Sparrow,13858
12871540,2018-05-26,2018-05-26 22:46:00 UTC,457523,50.907051116,-114.0064033482,177,Turdus migratorius,American Robin,12727
12871600,2018-05-26,2018-05-26 22:50:00 UTC,457523,50.8994191276,-114.004515073,249,Colaptes auratus,Northern Flicker,18236
12871664,2018-05-26,2018-05-26 22:51:00 UTC,457523,50.9069926128,-114.0050646483,589,Turdus migratorius,American Robin,12727
12871730,2018-05-26,2018-05-26 22:51:00 UTC,457523,50.9063886346,-114.0050411224,388,Molothrus ater,Brown-headed Cowbird,10373
12871797,2018-05-26,2018-05-26 22:56:00 UTC,457523,50.9075793454,-114.0057706833,314,Nymphalis antiopa,Mourning Cloak,56832
12881145,2018-05-27,2018-05-28 01:03:26 UTC,549700,51.1197629856,-114.1469655186,1032,Accipiter cooperii,Cooper's Hawk,5112
12882093,2018-05-27,2018-05-28 02:45:51 UTC,742644,50.9135778386,-114.0050106555,73,Odocoileus,White-tailed and Mule Deer,42219
12882317,2018-05-27,2018-05-28 00:40:00 UTC,573800,50.9742971073,-114.0286291391,2752,Castor canadensis,American Beaver,43794
12882654,2018-05-26,2018-05-26 19:19:12 UTC,516576,50.9913902283,-114.1566696167,,Crataegus chrysocarpa,fireberry hawthorn,54817
12883865,2018-05-26,2018-05-26 16:31:00 UTC,449500,51.1277168885,-114.1243887139,352,Passerculus sandwichensis,Savannah Sparrow,9981
12883971,2018-05-26,2018-05-26 22:41:00 UTC,449500,51.1192079427,-114.1052913718,381,Spizella pallida,Clay-colored Sparrow,9148
12884022,2018-05-26,2018-05-26 23:07:00 UTC,449500,51.1095860112,-114.1377031804,51,Spatula discors,Blue-winged Teal,558433
12884038,2018-05-26,2018-05-26 22:47:00 UTC,449500,51.1091589508,-114.1354608528,387,Aquila chrysaetos,Golden Eagle,5074
12884053,2018-05-27,2018-05-27 16:53:54 UTC,961985,51.0993333333,-114.220505,5661,Oxytropis sericea,White Point-vetch,166025
12891996,2018-01-28,2018-01-28 15:59:00 UTC,501221,50.9908824,-114.1562318,177,Microtus,Meadow Voles,44259
12895513,2018-05-28,2018-05-28 15:18:44 UTC,653829,51.1445971667,-114.0787888333,0,Haemorhous mexicanus,House Finch,199840
12895553,2018-05-28,2018-05-28 15:18:44 UTC,653829,51.1445971667,-114.0787888333,0,Haemorhous mexicanus,House Finch,199840
12895594,2018-05-28,2018-05-28 15:27:56 UTC,653829,51.1458861667,-114.0790778333,,Pica hudsonia,Black-billed Magpie,143853
12904211,2018-05-27,2018-05-27 16:48:16 UTC,469796,51.1285023912,-114.1747855025,6,Comandra umbellata,bastard toadflax,59991
12913856,2018-05-28,2018-05-29 01:57:30 UTC,184212,51.047137776,-114.042427303,4,Lonicera dioica,Glaucous Honeysuckle,119808
12941070,2018-05-29,2018-05-29 16:33:00 UTC,100637,50.9765296825,-114.1182775445,12,Phyllophaga,May Beetles,84629
12942992,2018-05-29,2018-05-29 19:45:24 UTC,516576,50.9894447327,-114.1580581665,,Salix,Willows,53453
12943594,2018-05-29,2018-05-30 02:34:09 UTC,961985,51.0688945,-114.1418221667,10,Comandra umbellata,bastard toadflax,59991
12943998,2017-04-19,2017-04-19 20:23:58 UTC,752815,51.0581278333,-114.1624305,5,Pulsatilla nuttalliana,prairie pasqueflower,881504
12945263,2018-05-29,2018-05-30 02:19:19 UTC,913478,50.9885932981,-114.0204638596,40,Lonicera tatarica,Tatarian honeysuckle,77836
12964836,2018-05-30,2018-05-30 18:24:48 UTC,515711,50.9892176458,-114.1589190873,118,Dytiscus,,88070
12967699,2018-05-30,2018-05-30 17:59:00 UTC,100637,50.9700093,-114.086095,1483,Falco columbarius,Merlin,4672
12969781,2017-08-07,2017-08-07 21:53:31 UTC,995097,51.0867175355,-114.1406114757,69,Platanthera aquilonis,north wind bog orchid,131230
12971604,2018-05-30,2018-05-31 01:58:46 UTC,580264,51.0934562,-114.199535,1700,Betula occidentalis,water birch,75764
12971657,2018-05-30,2018-05-31 01:59:45 UTC,580264,51.09879068,-114.19299526,9,Anticlea elegans,Mountain Deathcamas,118830
12971857,2018-05-29,2018-05-29 21:45:00 UTC,449500,50.924886,-114.127706,225,Moehringia lateriflora,bluntleaf sandwort,165493
12971872,2018-05-30,2018-05-31 02:00:58 UTC,580264,51.09875462,-114.19254226,5,Maianthemum stellatum,star-flowered lily-of-the-valley,53268
12971875,2018-05-30,2018-05-31 02:02:00 UTC,580264,51.0987178,-114.19155977,3,Cornus sericea,red osier dogwood,53387
12971880,2018-05-30,2018-05-31 02:02:59 UTC,580264,51.09889186,-114.19156609,4,Zizia aptera,heart-leaf golden Alexander,119795
12971882,2018-05-30,2018-05-31 02:04:49 UTC,580264,51.09928231,-114.1918766,4,Equisetum arvense,field horsetail,52724
12971906,2018-05-30,2018-05-31 02:05:28 UTC,580264,51.09926365,-114.19190273,4,Viola adunca,hookedspur violet,53328
12971922,2018-05-29,2018-05-29 21:41:00 UTC,449500,50.9247086727,-114.1264486259,260,Maianthemum racemosum,Solomon's plume,51062
12971979,2018-05-30,2018-05-31 02:08:41 UTC,580264,51.0996989,-114.1922877,3,Vicia americana,American vetch,53320
12972154,2018-05-30,2018-05-31 02:13:54 UTC,580264,51.10001763,-114.19256769,3,Penstemon nitidus,Wax-leaf Beardtongue,166406
12972157,2018-05-30,2018-05-31 02:15:28 UTC,580264,51.09997268,-114.19250796,3,Astragalus crassicarpus,Ground-plum,139634
12972158,2018-05-30,2018-05-31 02:16:45 UTC,580264,51.09999974,-114.19257277,3,Phlox hoodii,spiny phlox,78548
